text,star
재미없어서 깜짝 놀람감동도 여운도 그렇다고 기억에 남는 인물이나 대사도 없음... 강동원 정우성 보러갔는데 강동원은 가면만쓰고 정우성은 분장으로 못생... ㅠ,0
예고편만 보시면 됩니다 아니면 유튜브 요약만 보셔도 돼요~,0
이건 아닌것같아요 정말루,0
신비아파트: 금빛도깨비와 비밀의 동굴  >>>> 인랑>리얼>요가학원,0
이거보고 유부남 진선규님을 사랑하게되었습니다진짜 품절남이어서 아쉬웠습니다범죄도시에선 무서웠고 여기선 빙구미....♡♡♡♡,1
그냥 보삼 꿀잼임....약간 코메디 장르 감안하고봐도 억지도있는데 그냥 개꿀잼임 ㅋㅋ,1
강동원오빠는 멋있었어요!스토리가 정말 어이없게 흘러가고 핵노잼이였어요 왜 갑자기 키스신이 뜬금없이 나온건지 이해할수가 없네요..,0
저는 댓글부대가 아니기 때문에 2점을 드립니다. 유상재님,0
가족과함께  웃을수 있어서 즐거웠어요^^,1
진짜 재미 없네요 한개도 아까워요,0
매력적인 배우들 특히 진선규 배우 새로운 매력에 빠졌어요,1
진짜 간만에 웃음! 출연진들 연기 능글맞다!ㅎㅎ,1
딱 킬림타임용. 가벼운 코미디 정도를 기대했다면 괜찮겠지만 그 이상은 글쎄.. 생각보다 평점이 높아서 놀랐다.,1
스토리가너무 뻔함 ;; 유치뽕짝같음,0
첨부터 끝까지 ㅈㄴ웃다 나옴  ㅋㅋ,1
지금까지 이런영화는없었다이것이 영화인가 예술인가,1
Не Плохо ~~~,1
무뚝뚝하신 아버지가 그렇게 웃으시는거 처음봤습니다,1
굉장하다. 제8광구다.,0
솔직히 역시한국코미디영화의 한계....이걸 못피하다니..,0
개연성도없고 금사빠?... 걍 보지마,0
오랫만에 코믹스럽고 통쾌한 영화였습니다,1
"일요일때 보고 왔어요. 내안의 그놈 본 딸아이랑 같이 봤는데 둘다 재밌답니다. 첫장면, 마지막 장면 제일 웃기고 중간에 웃긴 장면 많이 나와요. 강추합니다.",1
1점도 아까움...이 배우 조합으로 이런 영화 만들기도 쉽지않을듯..,0
엄청 웃다 나왔어요 ㅋㅋㅋ 추천합니다영화보고 나와서 바로 치킨먹으러 왔어요,1
미친거 같아요 이영화는 스물 극한직업 이병헌 감독 최고,1
한효주와 강동원의 멜로부분 모그가 음악(피아노)한거 맞나요..? 정말 올해 최악의 음악! 영화가 미장센만 좋으면 뭐하나..한효주의 대사처럼 생각보다 볼게없네!,0
최고에요 오랜만에 스트레스 풀리는 영화,1
그냥 별로 안 웃기던데.. 평점이 너무 높아서 1점 줍니다. 7점이 적당.,0
이영화 나만재밌나.. 난재밌었는데 더 너무재미없다하니까 내가이상해지는기분..,1
기대안하고 봤는데 너무 재미있음!!!또 볼거임 웃을 일도 별로 없는데 간만에 웃고 나와서 기분좋음,1
머리에 뇌를 잠시 내려두고 맘껏 웃으면 행복한영화. 다른 말 필요없이 그냥 보세요ㅎ,1
늘 눈팅만 하다가 평점 처음 달아봅니다ㅋㅋㅋ처음부터 끝까지 웃었던 영화는 처음인듯오늘 완전 기분 우울했는데 기분좋게 보고왔어요♡,1
재밋엇어요 ㅎㄹ 정말루,1
킬링타임용 영화로는 딱인 것 같읍니다,1
처음부터 끝까지 계~~~속 웃다가 나왔어욬ㅋㅋ하도 웃어서 힘들정도...중간에 치킨 광고 진짜 광고 같음 치킨 광고 하나 찍으시기를 !!,1
남친이랑 둘다 웃다가 머리 박았어욬살면서 이렇게 영화는 없었다. 이것은 개그인가 영화인가.. 한번더보러가야겠어요ㅋㅋ 주변 사람들한테 다 추천하는 영화임 돈아까울줄알았는데 1도 안아깝고 안끝나길바랬는데 시간 훅 뺏긴 명작!,1
시간가는줄모르고봤네요언제끝나나 시계만봤는데 시간가는줄모르겠더라구요,0
섹트 공안부 특임대 위주로 이야기 풀어갔으면 이것보다 더 좋은 영화가 됬을건데 한효주랑 강동원 로맨스 때문에 재미없어짐 ㅡㅡ 영화 보면서 한효주 소속사가 출연 시켜 달라고 로비한게 아닐까 라는 의심까지 들정도,1
강동원 정우성 너무 멋있음,1
별 다섯개로 부족합니다~~!!♡♡♡이게 얼마만인지ㅠ애들 친정에 맡기고오랜만에 신랑이랑 둘이 영화 보고왔는데극한직업을 선택한거 진짜 스스로에게 칭찬합니다ㅋㅋ정말 쉴새없이 웃었어요^^너무 감사드립니다~!^-주말에 엄마ㆍ아빠도 보여드릴거에요♡,1
하.좀...이건 아니지,0
7번방에재앙 명량한틀딱 행운대를 재미있게 보신 1000만관객은 이영화가 딱입니다 딱그수준이거등요,0
괜찮은데 왜 평점 댓글 이런지 모르겠음고민하다 봣는데 재밌어서 더 놀랫음다른 내용도 없는 허접한 영화 잘만 사람들 보는데<초능력자>보다 재밌었습니다 망설이는 분들~더 홍보하고 싶지만 이번주안에 내릴듯 해서 아쉽 ㅡ 욕댓글이 정말 음모인듯한 느낌,1
이건 그냥 보세요. 믿고보는 이병헌표 코메디,1
근데보기는봤는데 이해가안가서 인랑이대체 머하는 사람이에요? 보면서도 모르겠던데 그리고 우성이오빠는 거의앉아만 있드만,1
재밌게봤어요 ~ 넘 길어서 지루햇지만 마지막이 젤 웃기네요,1
2시간 동안 너무 웃었당재밌는 영화보고 싶은 분은 강추,1
노답.. nodap..,0
너무 재밌게 잘 보았습니다^^,1
"달콤한인생, 놈놈놈, 악마를보았다, 장화홍현, 밀정까지....와 인랑 한방에 필모 터트리네ㅋ",0
생각 없이 보기는 좋지만 또 그렇~~게 재밌지는 않았다,0
참챔있어요. 여러분 꼭 보세요,1
재미는 있는데 8점초반대 영화에요. 막 엄청 웃기진 않았는데. 평점이 과해서 1점드림. 9점대 영화는 아닌듯..,0
한효주 효과라고 들어봤나  다 망 이네 효주님 나온건. 아쉽다 .애니 걸작을 모르네.,1
재밌네요. 저희 어머니가 자주 웃었어요.,1
"기대했는데 인과관계도 이상하고한효주는 붕떠 보이고반정부시위만 나와서 통일찬성이 없어극심한 혼란이라기엔 그냥 무능한 정부고특기대는 초반에 그것도 큰 임팩트도 없고너무 늘어지고, 난 누구였냐?",0
진짜 잼써여! 꼭보세용 적극추천합니다!!!@,1
진짜 웃다가 눈물 흘렸다 ㅋㅋ최고다,1
재미있다고 하기는 2%부족,1
재밌게 잘 보고 왔어용 기대이상입니당!,1
주차권이름이 왜 인랑인지부터 설명해라,0
너무 혹평이라 볼까말까하다가 강동원보려구 그냥 봤는데저는 볼만했어요 액션씬도 시원시원하구ㅎㅎ근데  중간중간 이해안되는 내용이 좀 있어서 그게아쉬웠어요.,1
나름볼만은한데. .멜로장면이좀 ㅋ,1
재밌더라 캐릭터들이 다 좋아서 극한직업2도 나왔으면 좋겠음,1
역시.. 배우분들 클라스가... 몰입도 최강입니다....,1
가볍고 즐겁게 즐기기 딱 좋은 영화에요.요즘 웃을일이 많이 없었는데 간만에 웃었네요,1
혐오배우들 집합! 돈아까워 안본다,0
대박영화~후회 않하실걸요~^^,1
초반엔 좀 지루한감이 없지않아 있었는데 중반부부터 너무 재미있게 잘봤습니다~^^,1
졸잼 연기 다잘어울림!!!,1
실망하시는 분들이 적어지길 바라며... 별점 찍습니다...평생 처음...,0
배우들도 참 좋고 내용도 좋았어요 근데 한국에서는 이런 영화가 아직 인정 받기 힘든것 같아요 ㅜㅜ,1
웃기려고 만든건 이상하게 덜 웃긴다. 범죄도시가 웃긴장면이 더 많았던거 같다. 웃음을 얻는건 참 어려운 기술이다.,1
진짜 다들 연기 너무 잘하구요 계속 웃었습니닼ㅋ 너무 웃기고 재밌어요. 시간이 훅가는 느낌!!! 사람들 다 박수치면서 웃곸ㅋㅋ진짜 제가 본 영화 중 제일 웃기고 재밌었던 영화라해도 될정도에욬 꼭 보세요,1
한국영화 잘 안보는데 꿀잼임,1
재밌음 가족끼리 보기 좋아용~!!,1
짱 웃. 류승룡님 반했어요!,1
시리즈 나왔으면 좋겠다고 생각했습니다만..ㅋ 치킨집 대박 터졌으니 피자로 가시죠ㅋㅋ,1
웃겨서 잼나요  즐거운 영화,1
그냥 친구나 연인끼리 가볍게 볼만하긴 한데 억지 웃음을 유발하는 부분들이 좀 있어요. 욕설이 있는편이라 아이와 보긴 좀 그래요,1
처음부터 마지막까지 너무 재미있었어요!!!!강력 추천합니다!!!!,1
너무 재미 있어요~^^모처럼 신나게 웃었네요~,1
일에 찌들린 몸과마음이 사라지는것같다,1
모든 연기자들 연기도 좋고 아주 좋네요 양현민 배우도 짱이었음,1
최고의 설 영화였던것 같아요!! 부모님도 보여드렸는데 재미있어 하셨서어요~ 다들 강추합니다. 꼭 보셨으면 좋겠어요 ^^,1
그냥 액션만 보면 매우 만족.. 스토리까지 기대하지 말았으면 합니다. 액션 멋지게 뽑았네요.,1
만원은 강동원.정우성.한효주 미모의 값이라고 생각합니다,0
호평과 누적관객수에 너무 큰기대를 갖고 갔나봐요그래도 재미있게 봤습니다,1
본영화중 젤웃긴영화  ㅋㅋ 끝까지 신나게 웃었네요,1
기대만큼은 아니지만. So so,0
너무 재밌어요 기대안하고봤다가 너무 웃어서 스트레스 풀림ㅎㅎ,1
"소재에 비해서 스토리가 재미없었다. 액션신도 주인공의 힘이 너무 부각되어 몰입이 안되었고, 중간 중간 나오는 멜로는 앞뒤가 맞지않는 터무없는 내용이었다. 멜로의 비중을 줄이고 액션으로 승부를 봤으면 좋았을 것을..",0
극한직업 덕분에 기분이 홀가분해졌네요,1
진짜 처음부터 끝까지 계속 웃었다 ㄹㅇ 개꿀잼 ㅜㅜㅜㅜ,1
"기대를많이한거같음,",1
너무너무너무 재미있었어요,1
와 아무리 사람마다 다르다지만 너무하네차라리 내안의 그놈이 더 코믹하고 재밌다.ㅇㄱㄹㅇ이다,0
영화는 안봤지만 10점주는 댓글들만 읽어봐도 메뉴얼대로 댓글적는 알바느낌 팍팍난다ㄹㅇㅋㅋ,0
"기대가 커서였는지 생각보다 빵빵 터지진 않았는데, 처음부터 끝까지 평타 이상으로는 계속 웃겼습니다~",1
최악의영화 돈버리고 왔네..,0
쓰레기만드는데200억쓰고관객이왜안오는지모르겠다  에이 퉤퉤  ㅅㅂ,0
이 영화가 이렇게 혹평을 받을 이유는 없는데 너무 아쉽다.디테일한 배우들의 호흡 이며 다 좋았는데...참...,1
"대박이에요 ㅋㅋㅋ 감동, 교훈은 없지만 두시간동안 실컷웃고 중간중간 사이다 대사가 너무 좋네요~",1
오~ 굿입니다~!!ㅋㅋㅋ,1
"기대를 너무 많이하고 봐서 그런지 생각보다는 별로였지만, 한국 코믹영화의 뻔한 유치함이 덜해서 볼만했어요~",1
재밌기만 하구만 니들이 저렇게 한번 만들어보기나 해봐라,1
그냥킬링타임용일뿐 너무평점이높아보이네요,0
명대사: 쏴 쏴버려 ~~젤 웃겼음.ㅋㅋㅋ,1
베테랑이후로 가장많이웃은 영화,1
진짜 개꿀잼영화 공명이 너무 웃겨요,1
최고 또 볼거예요 엄청 웃겨요 ㅋㅋㅋㅋ,1
너무너무  재밌어  ㅎㅎㅎ,1
ㄷ십모쟂ㅋㅋ리얼급 후하,0
마냥 웃다가 옵니다. 처음부터 끝까지.,1
캐릭터간의 캐미 훌룡한 액션신 상황에 맞는 BGM 오랜만에 한국영화보고 웃었다,1
대박 완전 재밌어요ㅋㅋㅋㅋ,1
유쾌하고 재밌고 보는 내내 너무 웃겨서 눈물 고였어요 ㅋ,1
기다린영화~! 기대에 부흥한 영화!,1
그냥 그냥 웃기에 아주좋다,1
ㅋㅋ걍 개꿀잼임 ㅋㅋ애들 어른 남녀노소 누구나 웃을수있는 장르고 영화내내웃음 추천,1
1개도 주기싫소쓰레기영화 강동원 한효주가 아깝다절대보지마시오,0
마지막 격투씬이 최고였다ㅋㅋ그들이 왜 마약반인지ㅋㅋ,1
이거보고 치킨 시켜먹으러간다,1
최근에 이렇게 웃어보긴 처음!! 야근 후 혼자 보는 영화인데 소리내 웃는 것이 어색하지 않고 캐릭터들이 다양해서 지루할 틈 없는 유쾌한 영화입니다. 제대로 추천합니다!!,1
아. .게속 생각나. .  쏴 !  쏴. .  쏴 !아욱겨,1
"조직 사이의 암투, 도망자의 공감이 크게 와닿지 않았음. 액션은 진부한 면도 있지만 화끈했고 프로텍트 기어에 힘이 실린 걸 보니 이 영화의 제작 의도를 알 수 있게 됐다. 스토리가 부실할 뿐 흐름은 있다. 리얼급 스토리 부재는 절대 아님.",1
기대하고 봤는데도 재밌었어요,1
어쩐지 예고편 졸라 남발할때 알아봤다...뭘 믿고 미션임파랑같이 붙을 생각한거냐?,0
누가 재미없다 했오? 손가락 짜른다 !! ㅎ 쵝오쵝오!!,1
작가  세명이  달라붙었는데  70분 릴레이  무비  보는줄  컨셉  붕괴  스토리  붕괴  배경마저  2024년은  그나마  풀아웃  컨셉  나더니 2029년은 2012년  무한도전  남산타워만  보였다  OO같은  영화,0
"한 발짝 더 들어가는 유머의 호쾌함! 상황 설정도 탁월하지만, 그를 살려낸 연기는 더욱 탁월하다. 이야기 규모는 드라마 수준이지만, 워낙 에피소드가 풍성해 지루할 틈이 없다. 약점은 과감히 버리고, 강점을 잘 살렸다. 진부함을 뛰어넘는 압도적인 표현력",1
글쎄 .. .개그코드가 달라서그런가..난 그냥 억지웃음만 나오던뎅.,1
극우 테러리즘에서 쓰는 모든 것들이 극좌 테러리즘의 산물이라니..심지어 현수막 글씨체 까지도 공산주의 좌익의 그것..존나 신선해서 욕을 못하겠넼ㅋㅋ 장르가 코믹액션인가보다ㅋㅋ,0
"ㄴㄴ 걍 그런데. 1000만은 아니긴 한데, 류승룡 잘되면 좋겠음",0
재밌었어요 ㅎㅎ 설에 잘 웃고왔습니다,1
10점 준 사람들은 나만당할수 없다라는심보냐,0
상징과 은유를 모르겠으면 보지마! 수준에 봐도 영화를 읽지 못할테니...,1
오랜만에 제대로 웃기는 코미디 영화를 만났네요,1
긴 나레이션으로 시작될때의 불길한 예감은 결국...,0
개봉하자마자 보고 엄청 웃고왔네요. 조만간 한번 더 보러갈려구요 ㅎㅎ 웃느라고 놓친 장면들까지 다시 보고싶어요. 아 그리고 진선규님 정말 최고이심,1
세상에는 절대 1점짜리 영화는 없다.난 2점 준다,1
재미있게 보고왔어요 꿀잼이네요,1
솔직히 천만 갈 정도 아니에요. 중간중간 웃기긴 한데 그게 전부ㅠㅠ 낚인 기분입니다.ㅠ,1
"영상미도 너무 좋고, 실사화를 잘한듯",1
그냥 재밋음 그냥 바요 그냥 웃겨요,1
너무너무 재밌었어요!제가 최근에 본 영화 중에 제일 재밌었던 것 같아요.최근에 제일 재밌게 본 영화가 완벽한 타인이었는데 그것보다 더 재밌었던 거 같습니다.영화관에 있던 관객들과 함께 웃었던 거 같아요!,1
웃다가 정신차리면 끝나있는 영화~!지금까지 이런 영화는 없었다.,1
나름 잼있게 보았습니다.,1
"별 기대를 안하고 봤는데 기대를 하고봤어도 재미있을 영화.단, 코미디는 코미디죠.. 더 이상의 기대는 금문",1
너무 가볍지 않으면서 재밋게 봤음돠,1
이거다 ㅋㅋㅋ 영화 보면서 답답한 고구마도 없고 진짜 시원시원 하고  좋았다 ㅋㅋㅋ 진짜 한번 더봐여지,1
믿고 거르는 거시기들이 너무 많아서 다행이다,0
엑션은 좋았음. 러브씬은 쌩뚱. 그런대로 미래를생각해보는 볼 만함,1
"""안아파_ 헤~~""...""지금가지 이런맛은 없었다!! 이것은 갈비인가.. 통닭인가... 네~ 수원 왕갈비 통닭입니다~ "" ㅋㅋ 44년동안 이렇게 웃어본적이 있었나?? 싶다.. 최고 최에고 최 최최고^^",1
